,Unnamed: 0,month,trip_id,vehicle_id,started_at,ended_at,duration,start_location_name,end_location_name,user_id,trip_ledger_id
287,287,May,1643861,4883244,2019-05-24 22:18:00,5/24/2019 22:34,0:15:28,"2901 Central Ave NE, Albuquerque, NM 87106, USA","3002 Monte Vista Blvd NE, Albuquerque, NM 87106, USA",31633476,1518140
288,288,May,1643897,9505672,2019-05-24 22:20:00,5/24/2019 22:31,0:11:19,"811 Roma Ave NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35576355,1518115
289,289,May,1643922,6810958,2019-05-24 22:22:00,5/24/2019 22:28,0:06:20,"3800 Central Ave SE, Albuquerque, NM 87108, USA","3501 Lomas Blvd NE, Albuquerque, NM 87106, USA",33820331,1518066
290,290,May,1643932,1954793,2019-05-24 22:22:00,5/24/2019 22:59,0:36:29,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","400 Lomas Blvd NW, Albuquerque, NM 87102, USA",35553312,1518593
291,291,May,1643961,1407111,2019-05-24 22:24:00,5/24/2019 22:46,0:22:05,"524 Central Ave SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",29448993,1518384
292,292,May,1643962,7951938,2019-05-24 22:24:00,5/24/2019 22:43,0:19:21,"2550 Central Ave NE, Albuquerque, NM 87106, USA","2550 Central Ave NE, Albuquerque, NM 87106, USA",35577511,1518328
293,293,May,1643963,1449819,2019-05-24 22:24:00,5/24/2019 23:00,0:35:51,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35566605,1518615
294,294,May,1643978,8201542,2019-05-24 22:25:00,5/24/2019 22:39,0:13:59,"1400 Central Ave SE, Albuquerque, NM 87106, USA","101 Sycamore St SE, Albuquerque, NM 87106, USA",35576846,1518237
295,295,May,1643985,1220281,2019-05-24 22:25:00,5/24/2019 22:31,0:05:48,"2500 Central Ave SE, Albuquerque, NM 87106, USA","2216 Central Ave SE, Albuquerque, NM 87106, USA",35577268,1518117
296,296,May,1644005,5683625,2019-05-24 22:27:00,5/24/2019 22:35,0:08:05,"524 Central Ave SW, Albuquerque, NM 87102, USA","1206 Silver Ave SW, Albuquerque, NM 87102, USA",35494449,1518175
297,297,May,1644013,9520817,2019-05-24 22:27:00,5/24/2019 22:44,0:16:57,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","624 Tijeras Ave NW, Albuquerque, NM 87102, USA",35537981,1518343
298,298,May,1644016,1587987,2019-05-24 22:27:00,5/24/2019 22:46,0:18:44,"524 Central Ave SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35578230,1518390
299,299,May,1644020,1579133,2019-05-24 22:28:00,5/24/2019 22:42,0:14:43,"1414 University Blvd SE, Albuquerque, NM 87106, USA","1415 University Blvd SE, Albuquerque, NM 87106, USA",35530469,1518308
300,300,May,1644038,3203954,2019-05-24 22:29:00,5/24/2019 22:48,0:19:30,"415 Roma Ave NW, Albuquerque, NM 87102, USA","Compass Bank Building, Albuquerque, NM 87102, USA",35578546,1518435
301,301,May,1644039,4049935,2019-05-24 22:29:00,5/24/2019 22:44,0:14:48,"200 4th St NW, Albuquerque, NM 87102, USA","707 Tijeras Ave NW, Albuquerque, NM 87102, USA",35577400,1518336
302,302,May,1644066,8825568,2019-05-24 22:31:00,5/24/2019 22:39,0:08:13,"511 Keleher Ave NW, Albuquerque, NM 87102, USA","410 Central Ave SW, Albuquerque, NM 87102, USA",35571632,1518232
303,303,May,1644067,7044335,2019-05-24 22:31:00,5/24/2019 22:39,0:07:58,"511 Keleher Ave NW, Albuquerque, NM 87102, USA","407 Central Ave SW, Albuquerque, NM 87102, USA",35571278,1518230
304,304,May,1644069,9938376,2019-05-24 22:31:00,5/24/2019 22:39,0:08:02,"511 Keleher Ave NW, Albuquerque, NM 87102, USA","407 Central Ave SW, Albuquerque, NM 87102, USA",35573530,1518233
305,305,May,1644103,2105264,2019-05-24 22:33:00,5/24/2019 22:46,0:13:09,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35576645,1518389
306,306,May,1644109,1220281,2019-05-24 22:33:00,5/24/2019 22:38,0:04:19,"2216 Central Ave SE, Albuquerque, NM 87106, USA","2210 Central Ave NE, Albuquerque, NM 87106, USA",35577268,1518214
307,307,May,1644116,2823415,2019-05-24 22:33:00,5/24/2019 23:15,0:41:49,"815 Silver Ave SW, Albuquerque, NM 87102, USA","1116 Park Ave SW, Albuquerque, NM 87102, USA",35577641,1518862
308,308,May,1644142,3246181,2019-05-24 22:35:00,5/24/2019 22:46,0:11:20,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35576882,1518386
309,309,May,1644147,5293511,2019-05-24 22:35:00,5/24/2019 22:40,0:04:40,"2550 Central Ave NE, Albuquerque, NM 87106, USA","2950 Central Ave SE, Albuquerque, NM 87106, USA",35564555,1518252
310,310,May,1644155,6810958,2019-05-24 22:35:00,5/24/2019 22:40,0:04:52,"3501 Lomas Blvd NE, Albuquerque, NM 87106, USA","3008 Summit Pl NE, Albuquerque, NM 87106, USA",33820331,1518270
311,311,May,1644198,1885565,2019-05-24 22:38:00,5/24/2019 23:18,0:39:30,"105 Stanford Dr SE, Albuquerque, NM 87106, USA","Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA",35578686,1518903
312,312,May,1644240,9278164,2019-05-24 22:40:00,5/24/2019 23:16,0:36:07,"1324 1st St NW, Albuquerque, NM 87102, USA","220 Copper Ave NW, Albuquerque, NM 87102, USA",35546597,1518883
313,313,May,1644251,9163777,2019-05-24 22:41:00,5/24/2019 22:59,0:18:31,"Central @ Tingley, Albuquerque, NM 87104, USA","Central @ Tingley, Albuquerque, NM 87104, USA",35343210,1518604
314,314,May,1644261,6354071,2019-05-24 22:41:00,5/24/2019 22:52,0:11:01,"101 State Hwy 313, Albuquerque, NM 87102, USA","315 8th St SW, Albuquerque, NM 87102, USA",35580809,1518495
315,315,May,1644278,4001905,2019-05-24 22:42:00,5/24/2019 22:52,0:10:11,"101 State Hwy 313, Albuquerque, NM 87102, USA","315 8th St SW, Albuquerque, NM 87102, USA",35580803,1518493
316,316,May,1644290,2893981,2019-05-24 22:42:00,5/24/2019 22:47,0:04:41,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35580883,1518415
317,317,May,1644291,7989059,2019-05-24 22:43:00,5/24/2019 22:48,0:05:08,"Electrical & Computer Engineering/Centennial Library, Albuquerque, NM 87106, USA","318 Sycamore St SE, Albuquerque, NM 87106, USA",35528577,1518425
318,318,May,1644304,3567880,2019-05-24 22:44:00,5/24/2019 22:46,0:02:34,"519 Central Ave SW, Albuquerque, NM 87102, USA","851 Silver Ave SW, Albuquerque, NM 87102, USA",21672119,1518393
319,319,May,1644324,7195745,2019-05-24 22:45:00,5/24/2019 23:12,0:27:18,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","2000 Bellamah Ave NW, Albuquerque, NM 87104, USA",35568884,1518800
320,320,May,1644328,7841444,2019-05-24 22:45:00,5/24/2019 22:52,0:07:05,"424 Central Ave SE, Albuquerque, NM 87102, USA","424 Central Ave SE, Albuquerque, NM 87102, USA",35551210,1518492
321,321,May,1644331,5096373,2019-05-24 22:45:00,5/24/2019 23:12,0:27:00,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","2000 Bellamah Ave NW, Albuquerque, NM 87104, USA",35580845,1518802
322,322,May,1644340,2460822,2019-05-24 22:46:00,5/24/2019 22:50,0:03:47,"105 Stanford Dr SE, Albuquerque, NM 87106, USA","105 Stanford Dr SE, Albuquerque, NM 87106, USA",35581063,1518448
323,323,May,1644349,1515374,2019-05-24 22:46:00,5/24/2019 22:48,0:01:57,"517 Gold Ave SW, Albuquerque, NM 87102, USA","851 Silver Ave SW, Albuquerque, NM 87102, USA",35570933,1518430
324,324,May,1644353,9520817,2019-05-24 22:46:00,5/24/2019 22:49,0:02:49,"624 Tijeras Ave NW, Albuquerque, NM 87102, USA","624 Tijeras Ave NW, Albuquerque, NM 87102, USA",35537981,1518444
325,325,May,1644366,3342938,2019-05-24 22:47:00,5/24/2019 23:16,0:29:14,"1324 1st St NW, Albuquerque, NM 87102, USA","220 Copper Ave NW, Albuquerque, NM 87102, USA",35546552,1518884
326,326,May,1644375,3972385,2019-05-24 22:48:00,5/24/2019 23:05,0:17:43,"118 Rte 66, Albuquerque, NM 87102, USA","1016 Coal Ave SW, Albuquerque, NM 87102, USA",35513516,1518703
327,327,May,1644395,7343079,2019-05-24 22:49:00,5/24/2019 23:25,0:36:04,"123 Central Ave SW, Albuquerque, NM 87102, USA","Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA",35517524,1519036
328,328,May,1644425,2460822,2019-05-24 22:51:00,5/24/2019 23:17,0:26:25,"105 Stanford Dr SE, Albuquerque, NM 87106, USA","Yale @ Central, Albuquerque, NM 87106, USA",35573777,1518892
329,329,May,1644434,3099752,2019-05-24 22:51:00,5/24/2019 23:18,0:26:43,"202 Cornell Dr SE, Albuquerque, NM 87106, USA","Central @ Yale (UNM), Albuquerque, NM 87106, USA",35579880,1518908
330,330,May,1644468,9499344,2019-05-24 22:52:00,5/24/2019 23:07,0:14:59,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35582866,1518725
331,331,May,1644507,2893981,2019-05-24 22:55:00,5/24/2019 23:53,0:58:42,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","317 Commercial St NE, Albuquerque, NM 87102, USA",35583397,1519553
332,332,May,1644510,8825568,2019-05-24 22:55:00,5/24/2019 23:03,0:07:55,"407 Central Ave SW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35570177,1518654
333,333,May,1644512,5323295,2019-05-24 22:55:00,5/24/2019 22:59,0:04:13,"500 University Blvd NE, Albuquerque, NM 87106, USA","Mitchell Hall (Classrooms), Albuquerque, NM 87106, USA",35583418,1518596
334,334,May,1644519,9505672,2019-05-24 22:55:00,5/24/2019 23:00,0:04:39,"401 3rd St NW, Albuquerque, NM 87102, USA","500 Lead Ave SW, Albuquerque, NM 87102, USA",35548279,1518612
335,335,May,1644565,7146615,2019-05-24 22:57:00,5/24/2019 23:35,0:37:50,"400 Gold Ave SW, Albuquerque, NM 87102, USA","Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA",35583466,1519192
336,336,May,1644603,6696108,2019-05-24 22:59:00,5/24/2019 23:11,0:12:24,"109 Broadway Blvd NE, Albuquerque, NM 87102, USA","101 Broadway Blvd NE, Albuquerque, NM 87102, USA",35584398,1518785
337,337,May,1644614,8649942,2019-05-24 23:00:00,5/24/2019 23:02,0:01:58,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","401 Roma Ave NW, Albuquerque, NM 87102, USA",35553312,1518646
338,338,May,1644647,9938376,2019-05-24 23:02:00,5/24/2019 23:14,0:12:40,"408 Central Ave SW, Albuquerque, NM 87102, USA","511 Keleher Ave NW, Albuquerque, NM 87102, USA",35571632,1518840
339,339,May,1644689,2026310,2019-05-24 23:04:00,5/24/2019 23:25,0:21:03,"415 Tijeras Ave NW, Albuquerque, NM 87102, USA","1520 Central Ave SE, Albuquerque, NM 87106, USA",33002506,1519033
340,340,May,1644692,5683625,2019-05-24 23:04:00,5/24/2019 23:06,0:02:16,"1206 Silver Ave SW, Albuquerque, NM 87102, USA","1204 Silver Ave SW, Albuquerque, NM 87102, USA",35494449,1518711
341,341,May,1644729,3972385,2019-05-24 23:06:00,5/24/2019 23:24,0:18:31,"1016 Coal Ave SW, Albuquerque, NM 87102, USA","115 2nd St SW, Albuquerque, NM 87102, USA",35513516,1519022
342,342,May,1644731,8161160,2019-05-24 23:06:00,5/24/2019 23:14,0:08:05,"5th @ Marquette, Albuquerque, NM 87102, USA","902 Fruit Ave NW, Albuquerque, NM 87102, USA",35573530,1518838
343,343,May,1644735,5947761,2019-05-24 23:06:00,5/24/2019 23:37,0:30:35,"401 3rd St NW, Albuquerque, NM 87102, USA","2105 Silver Ave SE, Albuquerque, NM 87106, USA",35555868,1519232
344,344,May,1644757,8201542,2019-05-24 23:08:00,5/24/2019 23:38,0:29:52,"1400 Central Ave SE, Albuquerque, NM 87106, USA","Central @ Sycamore, Albuquerque, NM 87106, USA",35584356,1519245
345,345,May,1644761,3544397,2019-05-24 23:08:00,5/24/2019 23:38,0:29:44,"1315 Central Ave NE, Albuquerque, NM 87106, USA","66 Sycamore St NE, Albuquerque, NM 87106, USA",35583974,1519247
346,346,May,1644789,3885791,2019-05-24 23:10:00,5/24/2019 23:20,0:10:27,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","111 4th St SW, Albuquerque, NM 87102, USA",35530940,1518942
347,347,May,1644812,4932492,2019-05-24 23:10:00,5/24/2019 23:14,0:04:12,"400 Marquette Ave NW, Albuquerque, NM 87102, USA","511 Keleher Ave NW, Albuquerque, NM 87102, USA",35571278,1518843
348,348,May,1644846,5766408,2019-05-24 23:12:00,5/24/2019 23:19,0:07:31,"609 Broadway Blvd NE, Albuquerque, NM 87102, USA","200 Broadway Blvd NE, Albuquerque, NM 87102, USA",35557255,1518929
349,349,May,1644888,9867068,2019-05-24 23:14:00,5/24/2019 23:48,0:33:21,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Central @ Tingley, Albuquerque, NM 87104, USA",35564036,1519444
350,350,May,1644890,2484319,2019-05-24 23:15:00,5/24/2019 23:17,0:02:54,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35566606,1518899
351,351,May,1644899,1449819,2019-05-24 23:15:00,5/24/2019 23:18,0:02:50,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1308 1st St NW, Albuquerque, NM 87102, USA",35566605,1518902
352,352,May,1644917,1445658,2019-05-24 23:16:00,5/24/2019 23:18,0:01:36,"410 Lead Ave SW, Albuquerque, NM 87102, USA","410 Lead Ave SW, Albuquerque, NM 87102, USA",35587566,1518912
353,353,May,1644945,3355116,2019-05-24 23:18:00,5/24/2019 23:42,0:23:37,"423 Central Ave NE, Albuquerque, NM 87102, USA","402 High St SE, Albuquerque, NM 87102, USA",35507184,1519317
354,354,May,1644946,2823415,2019-05-24 23:18:00,5/24/2019 23:35,0:16:34,"1116 Park Ave SW, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35565998,1519185
355,355,May,1644960,2484319,2019-05-24 23:19:00,5/24/2019 23:22,0:03:07,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35566606,1518973
356,356,May,1645036,2937338,2019-05-24 23:23:00,5/24/2019 23:32,0:08:57,"KRQE-TV Albuquerque, NM, USA, 13 Broadcast Plaza SW, Albuquerque, NM 87104, USA","1303 Iron Ave SW, Albuquerque, NM 87102, USA",35587249,1519155
357,357,May,1645092,3567880,2019-05-24 23:26:00,5/24/2019 23:29,0:03:13,"853 Silver Ave SW, Albuquerque, NM 87102, USA","100 Silver Ave SW, Albuquerque, NM 87102, USA",21672119,1519107
358,358,May,1645114,3462247,2019-05-24 23:28:00,5/24/2019 23:42,0:14:26,"500 Central Ave SW, Albuquerque, NM 87102, USA","424 Aspen Ave NE, Albuquerque, NM 87102, USA",35589339,1519321
359,359,May,1645129,8763917,2019-05-24 23:28:00,5/24/2019 23:42,0:13:20,"100 Gold Ave SW, Albuquerque, NM 87102, USA","400 Gold Ave SW, Albuquerque, NM 87102, USA",35532065,1519316
360,360,May,1645160,1587987,2019-05-24 23:30:00,5/24/2019 23:43,0:13:15,"Central @ New York, Albuquerque, NM 87104, USA","508 Central Ave SW, Albuquerque, NM 87102, USA",35578230,1519342
361,361,May,1645162,1407111,2019-05-24 23:30:00,5/24/2019 23:43,0:13:11,"Central @ New York, Albuquerque, NM 87104, USA","509 Central Ave SW, Albuquerque, NM 87102, USA",29448993,1519340
362,362,May,1645171,6354071,2019-05-24 23:30:00,5/25/2019 0:30,0:59:54,"315 8th St SW, Albuquerque, NM 87102, USA","Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA",35565152,1520213
363,363,May,1645189,8649942,2019-05-24 23:31:00,5/24/2019 23:32,0:00:59,"415 Roma Ave NW, Albuquerque, NM 87102, USA","400 Lomas Blvd NW, Albuquerque, NM 87102, USA",35553312,1519150
364,364,May,1645266,2504945,2019-05-24 23:34:00,5/24/2019 23:38,0:03:24,"Central @ Tingley, Albuquerque, NM 87104, USA","99999 Central Ave SW, Albuquerque, NM 87105, USA",35582855,1519248
365,365,May,1645279,7515889,2019-05-24 23:35:00,5/25/2019 0:43,1:08:02,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590722,1520436
366,366,May,1645290,6382403,2019-05-24 23:36:00,5/25/2019 0:44,1:07:54,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590719,1520446
367,367,May,1645308,2105264,2019-05-24 23:37:00,5/24/2019 23:48,0:11:51,"1006 1st St NW, Albuquerque, NM 87102, USA","1761 Bellamah Ave NW, Albuquerque, NM 87104, USA",35576645,1519457
368,368,May,1645320,3246181,2019-05-24 23:37:00,5/24/2019 23:48,0:11:09,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1761 Bellamah Ave NW, Albuquerque, NM 87104, USA",35576882,1519452
369,369,May,1645336,2689597,2019-05-24 23:38:00,5/25/2019 0:45,1:06:58,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590718,1520464
370,370,May,1645341,8955364,2019-05-24 23:38:00,5/25/2019 0:43,1:04:47,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590725,1520424
371,371,May,1645357,1564954,2019-05-24 23:39:00,5/24/2019 23:43,0:04:20,"2901 Central Ave NE, Albuquerque, NM 87106, USA","3021 Central Ave NE, Albuquerque, NM 87106, USA",35589665,1519346
372,372,May,1645395,3224057,2019-05-24 23:40:00,5/25/2019 0:13,0:32:11,"401 3rd St NW, Albuquerque, NM 87102, USA","215 8th St NW, Albuquerque, NM 87102, USA",35591403,1519925
373,373,May,1645405,5683625,2019-05-24 23:41:00,5/24/2019 23:59,0:17:43,"1206 Silver Ave SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35494449,1519674
374,374,May,1645455,2741467,2019-05-24 23:43:00,5/24/2019 23:49,0:05:26,"Central @ Edith, Albuquerque, NM 87102, USA","205 Walter St SE, Albuquerque, NM 87102, USA",35590762,1519461
375,375,May,1645528,4049935,2019-05-24 23:46:00,5/24/2019 23:50,0:03:57,"707 Tijeras Ave NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35537981,1519489
376,376,May,1645530,7080194,2019-05-24 23:46:00,5/24/2019 23:56,0:10:15,"2000 Mountain Rd NW, Albuquerque, NM 87104, USA","720 Roma Ave NW, Albuquerque, NM 87102, USA",35568884,1519631
377,377,May,1645533,7623985,2019-05-24 23:46:00,5/25/2019 1:18,1:32:10,"401 2nd St NW, Albuquerque, NM 87102, USA",,35592573,1521047
378,378,May,1645534,8992887,2019-05-24 23:46:00,5/24/2019 23:56,0:09:57,"2000 Mountain Rd NW, Albuquerque, NM 87104, USA","720 Roma Ave NW, Albuquerque, NM 87102, USA",35580845,1519624
379,379,May,1645576,7557387,2019-05-24 23:49:00,5/24/2019 23:56,0:07:39,"Central @ Tingley, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35564036,1519629
380,380,May,1645587,5834326,2019-05-24 23:49:00,5/25/2019 0:01,0:11:56,"1720 Central Ave NW, Albuquerque, NM 87104, USA","1500 Central Ave SW, Albuquerque, NM 87104, USA",35587370,1519724
381,381,May,1645592,2937338,2019-05-24 23:49:00,5/24/2019 23:58,0:09:00,"801 13th St SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35592520,1519669
382,382,May,1645607,2741467,2019-05-24 23:50:00,5/24/2019 23:55,0:04:18,"205 Walter St SE, Albuquerque, NM 87102, USA","205 Walter St SE, Albuquerque, NM 87102, USA",35590762,1519583
383,383,May,1645636,2079970,2019-05-24 23:52:00,5/25/2019 0:01,0:09:08,"1900 Central Ave SW, Albuquerque, NM 87104, USA","1500 Central Ave SW, Albuquerque, NM 87104, USA",35587523,1519717
384,384,May,1645664,1579133,2019-05-24 23:54:00,5/25/2019 0:02,0:08:40,"1414 University Blvd SE, Albuquerque, NM 87106, USA","University of New Mexico South, Albuquerque, NM 87106, United States",35533431,1519746
385,385,May,1645690,4932492,2019-05-24 23:55:00,5/25/2019 0:02,0:07:35,"509 Keleher Ave NW, Albuquerque, NM 87102, USA","416 2nd St SW, Albuquerque, NM 87102, USA",35591864,1519747
386,386,May,1645698,2584557,2019-05-24 23:55:00,5/25/2019 0:23,0:28:16,"215 Yale Blvd SE, Albuquerque, NM 87106, USA","215 Yale Blvd SE, Albuquerque, NM 87106, USA",35547940,1520096
387,387,May,1645726,2504945,2019-05-24 23:57:00,5/24/2019 23:57,0:00:16,"Central @ Tingley, Albuquerque, NM 87104, USA","Central @ Tingley, Albuquerque, NM 87104, USA",35582855,1519638
388,388,May,1645751,5856089,2019-05-24 23:58:00,5/25/2019 0:45,0:46:33,"117 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA","3200 Central Ave SE, Albuquerque, NM 87106, USA",35579998,1520468
389,389,May,1645752,2922267,2019-05-24 23:58:00,5/25/2019 0:19,0:21:00,"117 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA","2811 Silver Ave SE, Albuquerque, NM 87106, USA",35556825,1520026
390,390,May,1645757,3307879,2019-05-24 23:59:00,5/25/2019 0:13,0:13:57,"1 Central Ave NW, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35595039,1519921
391,391,May,1645777,7557387,2019-05-25 00:00:00,5/25/2019 0:02,0:02:31,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35595174,1519750
392,392,May,1645779,8825568,2019-05-25 00:00:00,5/25/2019 0:10,0:09:42,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35591165,1519879
393,393,May,1645795,2741467,2019-05-25 00:01:00,5/25/2019 0:03,0:01:46,"205 Walter St SE, Albuquerque, NM 87102, USA","423 Central Ave NE, Albuquerque, NM 87102, USA",35590762,1519755
394,394,May,1645812,1449819,2019-05-25 00:02:00,5/25/2019 0:06,0:04:44,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35595869,1519822
395,395,May,1645849,3786248,2019-05-25 00:04:00,5/25/2019 0:13,0:09:10,"118 Rte 66, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35592542,1519930
396,396,May,1645856,6339598,2019-05-25 00:04:00,5/25/2019 0:45,0:40:55,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","415 Roma Ave NW, Albuquerque, NM 87102, USA",35555611,1520473
397,397,May,1645943,1449819,2019-05-25 00:09:00,5/25/2019 0:12,0:02:37,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35595524,1519905
398,398,May,1645972,2257771,2019-05-25 00:10:00,5/25/2019 0:45,0:35:03,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","502 Fruit Ave NW, Albuquerque, NM 87102, USA",35555037,1520477
399,399,May,1645978,8825568,2019-05-25 00:10:00,5/25/2019 0:11,0:00:53,"328 Marquette Ave NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35591165,1519901
400,400,May,1645996,3342938,2019-05-25 00:11:00,5/25/2019 0:29,0:18:10,"220 Copper Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35594258,1520196
401,401,May,1646013,9278164,2019-05-25 00:12:00,5/25/2019 0:29,0:17:06,"125 2nd St NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35594496,1520198
402,402,May,1646023,4947439,2019-05-25 00:13:00,5/25/2019 0:43,0:30:10,"401 3rd St NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35591165,1520427
403,403,May,1646042,2693271,2019-05-25 00:14:00,5/25/2019 0:20,0:06:36,"1 Civic Plaza NW, Albuquerque, NM 87102, USA","407 Central Ave SW, Albuquerque, NM 87102, USA",35555440,1520045
404,404,May,1646048,9010792,2019-05-25 00:14:00,5/25/2019 0:21,0:06:15,"500 Marquette, 500 Marquette Ave NW, Albuquerque, NM 87102, USA","407 Central Ave NW, Albuquerque, NM 87102, USA",35595911,1520049
405,405,May,1646065,7841444,2019-05-25 00:15:00,5/25/2019 0:22,0:06:40,"424 Central Ave SE, Albuquerque, NM 87102, USA","424 Central Ave SE, Albuquerque, NM 87102, USA",35551210,1520074
406,406,May,1646096,7557387,2019-05-25 00:17:00,5/25/2019 0:21,0:03:45,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35546591,1520055
407,407,May,1646179,2922267,2019-05-25 00:21:00,5/25/2019 0:45,0:23:35,"2811 Silver Ave SE, Albuquerque, NM 87106, USA","107 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA",35556825,1520467
408,408,May,1646186,6497659,2019-05-25 00:21:00,5/25/2019 0:58,0:36:54,"2901 Central Ave NE, Albuquerque, NM 87106, USA","114 Tulane Dr NE, Albuquerque, NM 87106, USA",35598935,1520724
409,409,May,1646199,3642036,2019-05-25 00:22:00,5/25/2019 0:23,0:00:40,"401 3rd St NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35599145,1520089
410,410,May,1646210,1449819,2019-05-25 00:23:00,5/25/2019 0:41,0:18:03,"1324 1st St NW, Albuquerque, NM 87102, USA","1900 2nd St NW, Albuquerque, NM 87102, USA",35579794,1520395
411,411,May,1646217,3642036,2019-05-25 00:23:00,5/25/2019 0:42,0:18:56,"401 3rd St NW, Albuquerque, NM 87102, USA","200 3rd St NW, Albuquerque, NM 87102, USA",35599145,1520408
412,412,May,1646225,1445658,2019-05-25 00:24:00,5/25/2019 0:32,0:08:35,"500 Lead Ave SW, Albuquerque, NM 87102, USA","410 Lead Ave SW, Albuquerque, NM 87102, USA",35600090,1520250
413,413,May,1646232,8442819,2019-05-25 00:24:00,5/25/2019 0:58,0:33:20,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",35598127,1520707
414,414,May,1646236,6439396,2019-05-25 00:25:00,5/25/2019 0:58,0:33:28,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",35579892,1520719
415,415,May,1646264,2187219,2019-05-25 00:26:00,5/25/2019 0:31,0:04:58,"122 10th St NW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35600600,1520220
